销售日期,品类,正销售量,退货量,净销售量,正销售额,退货金额,净销售额,正销售成本额,退货成本额,净销售成本额,折扣销售量,折扣销售额,正常销售量,正常销售额,正常销售成本额,交易条数,单品数,最早扫码时间,最晚扫码时间,销量加权售价,销量加权进价,正常销售售价,正常销售进价,折扣销量占比,折扣销售额占比,正常销售加成率,星期,月份,折扣交易条数,折扣单品数,折扣同日正常价匹配条数,折扣价比中位数,折扣价比加权,折扣晚于19点占比,折扣同日正常价匹配率,正常销售量_正常面板,正常销售额_正常面板,正常销售成本额_正常面板,正常交易条数,正常单品数,正常销售售价_正常面板,正常销售进价_正常面板,正常销售加成率_正常面板,最后正常销售时间,正常销售面板存在,固定篮子价格指数,固定篮子成本指数,固定篮子加成率,固定篮子覆盖率,权重收缩系数,当前权重与基准权重距离,权重历史样本数,权重窗口天数,当日单品数,销量集中度HHI,前三单品销量占比,销量加权加成率
2020-07-01,水生根茎类,4.85,0.0,4.85,70.2838,0.0,70.2838,44.78568,0.0,44.78568,0.0,0.0,4.85,70.2838,44.78568,15,2,2026-08-27 09:22:21.264,2026-08-27 19:39:26.460,14.491505154639176,9.234160824742268,14.491505154639176,9.234160824742268,0.0,0.0,0.5693364486148251,3,7,0,0,0,,,,,4.85,70.2838,44.78568,15.0,2.0,14.491505154639176,9.234160824742268,0.5693364486148251,2026-08-27 19:39:26.460,是,,,,0.0,0.0,,0,180,2.0,0.7439907322776067,1.0,0.5693364486148251
2020-07-01,花叶类,205.402,0.0,205.402,1503.7896,0.0,1503.7896,991.68855,0.0,991.68855,13.685,57.14,191.717,1446.6496,941.89255,445,16,2026-08-27 09:17:27.295,2026-08-27 21:23:24.264,7.321202325196444,4.828037458252598,7.545755462478549,4.912931821382559,0.06662544668503716,0.03799733686148647,0.5358966370420912,3,7,32,2,32,0.6666666666666666,0.6666666666666666,0.5,1.0,191.717,1446.6496,941.89255,413.0,16.0,7.545755462478549,4.912931821382559,0.5358966370420912,2026-08-27 21:23:24.264,是,,,,0.0,0.0,,0,180,16.0,0.11066807396480383,0.4841302544896906,0.516393024806024
2020-07-01,花菜类,47.076,-0.436,46.64,598.634,-6.104,592.53,395.83628000000004,-4.02428,391.812,0.0,0.0,47.076,598.634,395.83628000000004,103,2,2026-08-27 09:33:09.998,2026-08-27 20:54:35.317,12.716331039170703,8.408451865069251,12.716331039170703,8.408451865069251,0.0,0.0,0.5123272682332198,3,7,0,0,0,,,,,47.076,598.634,395.83628000000004,102.0,2.0,12.716331039170703,8.408451865069251,0.5123272682332198,2026-08-27 20:54:35.317,是,,,,0.0,0.0,,0,180,2.0,0.6183568957480066,1.0,0.5123272682332198
2020-07-01,茄类,35.374,0.0,35.374,176.818,0.0,176.818,144.72834999999998,0.0,144.72834999999998,0.0,0.0,35.374,176.818,144.72834999999998,60,2,2026-08-27 10:01:04.530,2026-08-27 21:56:27.233,4.998529993780743,4.09137643466953,4.998529993780743,4.09137643466953,0.0,0.0,0.2217233182026883,3,7,0,0,0,,,,,35.374,176.818,144.72834999999998,60.0,2.0,4.998529993780743,4.09137643466953,0.2217233182026883,2026-08-27 21:56:27.233,是,,,,0.0,0.0,,0,180,2.0,0.5000010804591423,1.0,0.2217233182026883
2020-07-01,辣椒类,76.715,0.0,76.715,759.9902,0.0,759.9902,408.05555000000004,0.0,408.05555000000004,0.0,0.0,76.715,759.9902,408.05555000000004,259,9,2026-08-27 09:15:07.924,2026-08-27 21:45:47.498,9.9066701427361,5.319110343479111,9.9066701427361,5.319110343479111,0.0,0.0,0.8624674998293735,3,7,0,0,0,,,,,76.715,759.9902,408.05555000000004,259.0,9.0,9.9066701427361,5.319110343479111,0.8624674998293735,2026-08-27 21:45:47.498,是,,,,0.0,0.0,,0,180,9.0,0.518641436837934,0.8400052141041517,0.8624674998293735
2020-07-01,食用菌,35.365,0.0,35.365,368.602,0.0,368.602,229.94141,0.0,229.94141,0.195,3.12,35.17,365.482,227.83541,120,5,2026-08-27 09:24:21.905,2026-08-27 21:00:16.030,10.422790894952636,6.501948536688816,10.39186806937731,6.4781179982940005,0.0055139261982185776,0.00846441419200113,0.6041492408928006,3,7,1,1,1,0.8888888888888888,0.8888888888888888,0.0,1.0,35.17,365.482,227.83541,119.0,5.0,10.39186806937731,6.4781179982940005,0.6041492408928006,2026-08-27 21:00:16.030,是,,,,0.0,0.0,,0,180,5.0,0.3166192090749921,0.9453795848734716,0.6030257446886145
2020-07-02,水生根茎类,4.6,0.0,4.6,53.1208,0.0,53.1208,32.63124,0.0,32.63124,0.0,0.0,4.6,53.1208,32.63124,14,2,2026-08-27 09:48:00.902,2026-08-27 20:13:51.983,11.548000000000002,7.093747826086957,11.548000000000002,7.093747826086957,0.0,0.0,0.6279123931545356,4,7,0,0,0,,,,,4.6,53.1208,32.63124,14.0,2.0,11.548000000000002,7.093747826086957,0.6279123931545356,2026-08-27 20:13:51.983,是,14.1599175257732,9.34416082474227,0.5153760504934115,1.0,0.047619047619047616,0.09463469296279693,2,180,2.0,0.8941175803402648,1.0,0.6279123931545356
2020-07-02,花叶类,198.362,0.0,198.362,1409.6647,0.0,1409.6647,825.6967500000001,0.0,825.6967500000001,19.362000000000002,91.9771,179.0,1317.6876,752.19713,423,16,2026-08-27 09:19:33.358,2026-08-27 21:30:52.733,7.106525947510108,4.162575241225638,7.361383240223463,4.202218603351955,0.09760942115929463,0.06524750176407197,0.7517849343562371,4,7,34,5,34,0.6666666666666666,0.6666666666666666,0.7058823529411765,1.0,179.0,1317.6876,752.19713,389.0,16.0,7.361383240223463,4.202218603351955,0.7517849343562371,2026-08-27 21:30:52.733,是,7.35612553357137,4.273015436656017,0.7215302969577235,0.9714579301783359,0.2857142857142857,0.13911261976196698,16,180,16.0,0.11830834062607284,0.47899441340782123,0.7072426408363603
2020-07-02,花菜类,43.943,0.0,43.943,546.032,0.0,546.032,344.33378,0.0,344.33378,0.0,0.0,43.943,546.032,344.33378,95,2,2026-08-27 09:16:50.811,2026-08-27 21:05:58.873,12.4259153903921,7.835918803905059,12.4259153903921,7.835918803905059,0.0,0.0,0.5857636738399585,4,7,0,0,0,,,,,43.943,546.032,344.33378,95.0,2.0,12.4259153903921,7.835918803905059,0.5857636738399585,2026-08-27 21:05:58.873,是,12.716331039170704,8.032239782479396,0.5831612829722348,1.0,0.047619047619047616,0.05808312975572072,2,180,2.0,0.5685855448131962,1.0,0.5857636738399585
2020-07-02,茄类,32.199,0.0,32.199,172.092,0.0,172.092,79.62686000000001,0.0,79.62686000000001,0.0,0.0,32.199,172.092,79.62686000000001,56,2,2026-08-27 09:21:08.330,2026-08-27 21:48:30.405,5.344638032237027,2.4729606509518933,5.344638032237027,2.4729606509518933,0.0,0.0,1.1612305194503465,4,7,0,0,0,,,,,32.199,172.092,79.62686000000001,56.0,2.0,5.344638032237027,2.4729606509518933,1.1612305194503465,2026-08-27 21:48:30.405,是,5.497794990671114,2.5883388929722395,1.1240630450666722,1.0,0.047619047619047616,0.05105231947802949,2,180,2.0,0.5053638535615964,1.0,1.1612305194503465
2020-07-02,辣椒类,66.064,0.0,66.064,669.7044,0.0,669.7044,376.85583,0.0,376.85583,0.0,0.0,66.064,669.7044,376.85583,226,10,2026-08-27 09:21:40.071,2026-08-27 21:33:40.212,10.137206345362074,5.7044052736740145,10.137206345362074,5.7044052736740145,0.0,0.0,0.7770838253981633,4,7,0,0,0,,,,,66.064,669.7044,376.85583,226.0,10.0,10.137206345362074,5.7044052736740145,0.7770838253981633,2026-08-27 21:33:40.212,是,9.750481652871015,5.398903343544288,0.8060115235309973,1.0,0.1836734693877551,0.12734678509958927,9,180,10.0,0.3856253167591188,0.7625181642044079,0.7770838253981633
2020-07-02,食用菌,48.51,0.0,48.51,605.929,0.0,605.929,354.74897000000004,0.0,354.74897000000004,0.0,0.0,48.51,605.929,354.74897000000004,160,5,2026-08-27 09:22:45.358,2026-08-27 21:10:11.106,12.490806019377448,7.31290393733251,12.490806019377448,7.31290393733251,0.0,0.0,0.7080500614279441,4,7,0,0,0,,,,,48.51,605.929,354.74897000000004,160.0,5.0,12.490806019377448,7.31290393733251,0.7080500614279441,2026-08-27 21:10:11.106,是,10.775615581461473,6.463674722775094,0.6671036281409755,1.0,0.1111111111111111,0.16856343488619374,5,180,5.0,0.30074544323329555,0.9218099360956505,0.7080500614279441
2020-07-03,水生根茎类,9.572000000000001,0.0,9.572000000000001,76.693,0.0,76.693,53.69892,0.0,53.69892,5.162,32.593,4.41,44.1,24.7401,30,1,2026-08-27 09:35:15.630,2026-08-27 21:52:58.958,8.012223150856665,5.609999999999999,10.0,5.61,0.5392812369410781,0.42498011552553694,0.7825311942959001,5,7,15,1,15,0.6,0.6,1.0,1.0,4.41,44.1,24.7401,15.0,1.0,10.0,5.61,0.7825311942959001,2026-08-27 19:08:46.633,是,9.999999999999998,5.61,0.7825311942958997,0.8953439153439153,0.047619047619047616,0.10465608465608468,2,180,1.0,1.0,1.0,0.42820377020617917
2020-07-03,花叶类,191.779,-1.0,190.779,1406.4065,-6.9,1399.5065,841.81756,-4.05,837.76756,6.832,33.2039,184.947,1373.2026,814.47401,406,16,2026-08-27 09:09:12.935,2026-08-27 21:34:36.675,7.333474989440972,4.389518977573144,7.424843874190985,4.40382385223875,0.0356243384312151,0.023609034798971702,0.685999286828072,5,7,13,4,13,0.6666666666666666,0.6666666666666666,0.8461538461538461,1.0,184.947,1373.2026,814.47401,392.0,16.0,7.424843874190985,4.40382385223875,0.685999286828072,2026-08-27 21:34:36.675,是,7.386564087119604,4.328166217196676,0.7066267135886086,0.9852394144320331,0.2982456140350877,0.12275655817849906,17,180,16.0,0.10987337616573546,0.46813411409755223,0.6706785018834724
2020-07-03,花菜类,42.076,0.0,42.076,495.368,0.0,495.368,312.45916,0.0,312.45916,0.0,0.0,42.076,495.368,312.45916,96,2,2026-08-27 09:27:44.695,2026-08-27 20:45:54.561,11.773172354786576,7.426066165985359,11.773172354786576,7.426066165985359,0.0,0.0,0.5853847907675358,5,7,0,0,0,,,,,42.076,495.368,312.45916,96.0,2.0,11.773172354786576,7.426066165985359,0.5853847907675358,2026-08-27 20:45:54.561,是,12.291345762972565,7.785333062327647,0.5787822646212797,1.0,0.047619047619047616,0.08636223469766494,2,180,2.0,0.5332108605670123,1.0,0.5853847907675358
2020-07-03,茄类,35.896,0.0,35.896,196.243,0.0,196.243,142.29532,0.0,142.29532,0.0,0.0,35.896,196.243,142.29532,57,2,2026-08-27 09:29:35.639,2026-08-27 21:33:59.436,5.466987965232895,3.964099621127702,5.466987965232895,3.964099621127702,0.0,0.0,0.3791247667175561,5,7,0,0,0,,,,,35.896,196.243,142.29532,57.0,2.0,5.466987965232895,3.964099621127702,0.3791247667175561,2026-08-27 21:33:59.436,是,5.424814644902549,3.892686132034984,0.39359158711997466,1.0,0.047619047619047616,0.014057773443448413,2,180,2.0,0.5002421765421032,1.0,0.3791247667175561
2020-07-03,辣椒类,64.253,0.0,64.253,670.6646,0.0,670.6646,401.82115,0.0,401.82115,0.0,0.0,64.253,670.6646,401.82115,227,10,2026-08-27 09:09:13.215,2026-08-27 21:34:36.829,10.43787216161113,6.253733677804927,10.43787216161113,6.253733677804927,0.0,0.0,0.6690624672195578,5,7,0,0,0,,,,,64.253,670.6646,401.82115,227.0,10.0,10.43787216161113,6.253733677804927,0.6690624672195578,2026-08-27 21:34:36.829,是,9.976303237871115,6.077527577584938,0.6415068645127326,1.0,0.2,0.15891994457083078,10,180,10.0,0.29258063184198385,0.7188458126468803,0.6690624672195578
2020-07-03,食用菌,42.442,0.0,42.442,546.295,0.0,546.295,312.27863,0.0,312.27863,0.0,0.0,42.442,546.295,312.27863,149,5,2026-08-27 09:09:13.136,2026-08-27 21:42:53.648,12.871565901701144,7.357773667593422,12.871565901701144,7.357773667593422,0.0,0.0,0.7493832350936083,5,7,0,0,0,,,,,42.442,546.295,312.27863,149.0,5.0,12.871565901701144,7.357773667593422,0.7493832350936083,2026-08-27 21:42:53.648,是,12.14123326959847,6.993077676864244,0.736178808619026,1.0,0.1111111111111111,0.06987015819947466,5,180,5.0,0.30087927177965595,0.9275481834032328,0.7493832350936083
2020-07-04,水生根茎类,5.439,0.0,5.439,118.7532,0.0,118.7532,76.22823,0.0,76.22823,0.0,0.0,5.439,118.7532,76.22823,16,2,2026-08-27 09:33:26.873,2026-08-27 14:51:12.234,21.83364589078875,14.01511858797573,21.83364589078875,14.01511858797573,0.0,0.0,0.557863799277512,6,7,0,0,0,,,,,5.439,118.7532,76.22823,16.0,2.0,21.83364589078875,14.01511858797573,0.557863799277512,2026-08-27 14:51:12.234,是,11.969437229437231,6.842123376623376,0.7493746561676606,1.0,0.047619047619047616,0.35739886454172165,2,180,2.0,0.5101516185749106,1.0,0.557863799277512
2020-07-04,花叶类,236.587,0.0,236.587,1841.4,0.0,1841.4,1137.29509,0.0,1137.29509,2.0140000000000002,13.0872,234.573,1828.3128,1128.83411,526,13,2026-08-27 09:18:39.373,2026-08-27 21:13:28.010,7.783183353269623,4.807090372674746,7.794216725710119,4.812293443831984,0.008512724705922136,0.0071072010426849125,0.619647017930739,6,7,3,3,3,0.9333333333333332,0.9333333333333332,0.0,1.0,234.573,1828.3128,1128.83411,523.0,13.0,7.794216725710119,4.812293443831984,0.619647017930739,2026-08-27 21:13:28.010,是,7.460607795702772,4.595467707402461,0.6234708349021998,0.8800516139249619,0.2982456140350877,0.17896546791275741,17,180,13.0,0.12412891855796845,0.5215988199835446,0.6191048534290253
2020-07-04,花菜类,55.662,0.0,55.662,702.186,0.0,702.186,457.40441999999996,0.0,457.40441999999996,0.0,0.0,55.662,702.186,457.40441999999996,126,2,2026-08-27 09:23:51.053,2026-08-27 20:38:39.412,12.615177320254393,8.217534763393338,12.615177320254393,8.217534763393338,0.0,0.0,0.5351535081361916,6,7,0,0,0,,,,,55.662,702.186,457.40441999999996,126.0,2.0,12.615177320254393,8.217534763393338,0.5351535081361916,2026-08-27 20:38:39.412,是,12.12753296517525,7.846925053533189,0.5455140558166356,1.0,0.047619047619047616,0.08127405917985696,2,180,2.0,0.6449332097702312,1.0,0.5351535081361916
