日期,品类,预测批发价,损耗率,正常销售价格弹性,价格关系可靠,搜索R,搜索总维度,建议加成率,建议售价,建议补货量,预测需求量,预计满足量,预计满足率,预计利润,当前方案售价,当前方案补货量
2023-07-01,花叶类,3.292142101887832,0.1283,-0.7950517001280202,True,256,21504,0.7641439281572384,5.807812499676228,223.7476650583006,238.4655566486221,180.96430214186944,0.7588697700629341,314.39762763720665,5.83,230.1
2023-07-02,花叶类,3.292142101887832,0.1283,-0.7950517001280202,True,256,21504,0.7641439284340018,5.807812500587373,217.72062316139136,234.42001224831333,175.10427625012957,0.7469681217516849,300.2055745529356,5.83,219.4
2023-07-03,花叶类,3.292142101887832,0.1283,-0.7950517001280202,True,256,21504,0.7641439286581875,5.807812501325423,159.22443899192535,172.60146060134363,127.66060446238674,0.7396264435863815,217.23937526862179,5.83,165.1
2023-07-04,花叶类,3.292142101887832,0.1283,-0.7950517001280202,True,256,21504,0.7641439277225599,5.807812498245204,156.4442013806982,165.5756939368686,125.69770171256263,0.7591555180828002,214.9921410453038,5.83,159.3
2023-07-05,花叶类,3.292142101887832,0.1283,-0.7950517001280202,True,256,21504,0.7641439192199373,5.807812470253362,159.3351886429947,168.00576670930542,127.96601772356992,0.7616763414138343,218.6485506597692,5.83,164.4
2023-07-06,花叶类,3.292142101887832,0.1283,-0.7950517001280202,True,256,21504,0.7641439289160096,5.80781250217421,155.05237855924437,163.72920655008767,124.8697612274374,0.7626602721563762,214.7656969474806,5.83,160.6
2023-07-07,花叶类,3.292142101887832,0.1283,-0.7950517001280202,True,256,21504,0.7641439290323901,5.8078125025573515,168.1843280610725,178.28412263413546,135.3432575303871,0.759143638427808,232.36155593424954,5.83,173.5
2023-07-01,花菜类,8.000358660933962,0.1551,-1.0673360170463346,True,256,21504,0.6345971970788029,13.07736384278778,50.55214581987664,65.25441331747065,39.7060470325225,0.6084806377669469,114.81512616429396,13.2,53.4
2023-07-02,花菜类,8.000358660933962,0.1551,-1.0673360170463346,True,256,21504,0.6338735293958966,13.071574241773202,49.998458803610816,61.71951459283737,39.03554821153183,0.6324668699851045,110.25046359253805,13.2,50.6
2023-07-03,花菜类,8.000358660933962,0.1551,-1.0673360170463346,True,256,21504,0.6237415001076688,12.990514373504293,34.29676860941871,42.93121180075557,26.775046917610506,0.6236732156984974,73.43518204806007,13.2,34.7
2023-07-04,花菜类,8.000358660933962,0.1551,-1.0673360170463346,True,256,21504,0.6235764483428492,12.989193900188114,34.854516017053086,43.73136044081416,27.408123040315033,0.6267384038374263,77.16079552117318,13.2,35.2
2023-07-05,花菜类,8.000358660933962,0.1551,-1.0673360170463346,True,256,21504,0.6235172564492266,12.988720343809314,34.65372943291539,43.142596632573,27.0303987054114,0.6265362035488433,73.84802516396721,13.2,35.5
2023-07-06,花菜类,8.000358660933962,0.1551,-1.0673360170463346,True,256,21504,0.6231923865685883,12.986121268246073,33.9188723775109,42.84557640999507,26.525115007407326,0.619086431550948,73.09521574583228,13.2,34.9
